Observation, Year, Month, Day, Date, Latitude, Longitude, Zonal Winds, Meridional Winds, Humidity, Air Temp, Sea Surface Temp
19044,97,1,5,970105,-0.01,-155.01,-5.3,-1.3,73.6,25.32,25.88
19045,97,1,6,970106,-0.01,-155.01,-5,-0.3,74.9,25.24,25.91
19046,97,1,7,970107,0,-155.02,-4.5,-1,75.7,25.24,25.94
19047,97,1,8,970108,-0.01,-155.01,-2,-1.3,78.1,25.48,26.11
19048,97,1,9,970109,-0.01,-155.02,-3.8,-2.2,86.6,25.2,26.36
19049,97,1,10,970110,-0.01,-155.02,-6,-1.6,81.3,25.48,26.16
19050,97,1,11,970111,-0.01,-155.01,-5.7,-2.3,80.5,25.48,26.17
19051,97,1,12,970112,0,-155.02,-6.4,-3.2,78.5,25.6,26.22
19052,97,1,13,970113,0,-155.01,-6.8,-2.5,78.5,25.73,26.19
19053,97,1,14,970114,0,-155.02,-7.8,-1.1,78.9,25.89,26.18
19054,97,1,15,970115,0,-155.01,-6.8,-1.5,79.7,25.85,26.22
19055,97,1,16,970116,0,-155.01,-6.8,-2.7,78.1,25.89,26.27
19056,97,1,17,970117,-0.01,-155.01,-7.9,-1.9,76.5,25.93,26.33
19057,97,1,18,970118,-0.01,-155.01,-7.9,-2.1,74.4,26.01,26.34
19058,97,1,19,970119,-0.01,-155.02,-7.7,-2.2,78.9,25.93,26.36
19059,97,1,20,970120,-0.01,-155.01,-7,-0.4,80.9,25.97,26.41
19060,97,1,21,970121,0,-155.02,-8.3,0.9,78.9,26.25,26.42
19061,97,1,22,970122,-0.01,-155.01,-8.6,-1.4,77.7,26.13,26.39
19062,97,1,23,970123,-0.01,-155.02,-7.7,-0.9,76.5,26.05,26.38
19063,97,1,24,970124,0,-155.01,-6.7,-2.3,74.9,25.89,26.43
19064,97,1,25,970125,-0.01,-155.01,-7.1,-2.5,72.8,25.81,26.41
19065,97,1,26,970126,-0.01,-155.01,-7.7,0.6,74.9,26.05,26.4
19066,97,1,27,970127,-0.01,-155.01,-6.1,-0.5,79.7,26.05,26.45
19067,97,1,28,970128,-0.01,-155.02,-7,-1.2,78.1,26.05,26.47
19068,97,1,29,970129,0,-155.01,-6.8,-2.5,74.9,26.01,26.5
19069,97,1,30,970130,0,-155.02,-7,-2.7,74.9,26.05,26.49
19070,97,1,31,970131,0,-155.02,-7.9,-0.6,76.1,26.13,26.43
19071,97,2,1,970201,0,-155.03,-7.2,1.1,80.1,26.21,26.43
19072,97,2,2,970202,0,-155.03,-7.7,-0.7,78.9,26.25,26.4
19073,97,2,3,970203,-0.01,-155.04,.,.,.,26.17,26.43
19074,97,2,4,970204,-0.01,-155.04,-7.9,-3.2,78.1,26.05,26.45
19075,97,2,5,970205,-0.02,-155.03,-9.1,-2.1,76.9,26.05,26.38
19076,97,2,6,970206,-0.02,-155.03,-9,-1.1,78.5,26.01,26.28
19077,97,2,7,970207,-0.02,-155.04,-7.8,-1.3,81.7,25.85,26.16
19078,97,2,8,970208,-0.02,-155.03,-7.9,-0.9,79.7,25.73,26.02
19079,97,2,9,970209,-0.01,-155.03,-7.2,-0.3,79.7,25.69,25.84
19080,97,2,10,970210,-0.01,-155.04,-7.2,-1.2,81.7,25.69,25.84
19081,97,2,11,970211,0,-155.04,-7.8,-1.1,79.7,25.73,25.88
19082,97,2,12,970212,-0.01,-155.04,-7.7,-1.9,79.7,25.73,25.83
19083,97,2,13,970213,-0.01,-155.03,-7.8,-2.8,78.9,25.77,25.82
19084,97,2,14,970214,0,-155.03,-6.2,-1.6,83.7,25.81,25.93
19085,97,2,15,970215,-0.01,-155.03,-7.2,-2.7,83.7,25.85,26.1
19086,97,2,16,970216,-0.01,-155.04,-8.2,-1.6,81.7,26.01,25.99
19087,97,2,17,970217,0,-155.04,-9.2,-1.5,81.7,25.93,26.04
19088,97,2,18,970218,0,-155.04,-8.8,-2.6,79.3,25.89,26.01
19089,97,2,19,970219,0,-155.03,-7.7,-2.3,80.1,25.77,25.95
19090,97,2,20,970220,-0.01,-155.03,-6.4,-1.3,82.1,25.6,25.94
19091,97,2,21,970221,0,-155.03,-5.7,-0.8,83.3,25.56,26
19092,97,2,22,970222,0,-155.03,-5.9,-2.7,86.6,25.44,25.96
19093,97,2,23,970223,-0.01,-155.02,-6.3,-2.6,83.3,25.69,25.75
19094,97,2,24,970224,-0.01,-155.04,-5.3,-2.6,85.4,25.64,25.87
19095,97,2,25,970225,-0.01,-155.04,-5.4,-3,83.7,25.64,25.96
19096,97,2,26,970226,-0.01,-155.04,-6.1,-1.2,84.1,25.73,25.98
19097,97,2,27,970227,-0.01,-155.03,-5.9,-2.5,87.4,25.85,25.9
19098,97,2,28,970228,-0.01,-155.04,-7.9,-2.3,87,25.89,25.84
19099,97,3,1,970301,0,-155.04,-7.5,-2.2,87,25.77,25.78
19100,97,3,2,970302,0,-155.03,-7.7,-2.3,84.9,25.69,25.74
19101,97,3,3,970303,0,-155.03,-7.9,-0.6,81.7,25.73,25.77
19102,97,3,4,970304,-0.01,-155.03,-7.7,-1.7,85.4,25.81,25.92
19103,97,3,5,970305,0,-155.03,-7.8,-2.8,85.8,25.81,25.89
19104,97,3,6,970306,-0.01,-155.03,-7.7,-0.9,85.8,25.85,25.86
19105,97,3,7,970307,-0.01,-155.03,-4.5,0.1,87,25.64,25.97
19106,97,3,8,970308,-0.01,-155.02,-4.1,-1.1,86.6,25.77,26.03
19107,97,3,9,970309,-0.02,-155.02,-4.2,0,83.7,25.77,26.34
19108,97,3,10,970310,-0.02,-155.03,-4.1,-1.3,85.8,26.21,26.4
19109,97,3,11,970311,-0.02,-155.03,-3.4,-0.3,87,26.05,26.5
19110,97,3,12,970312,-0.02,-155.02,-6.3,-2.4,87,26.17,26.34
19111,97,3,13,970313,-0.01,-155.02,-7.4,-1.2,89,26.01,26.05
19112,97,3,14,970314,-0.01,-155.03,-7.6,-1.1,89.4,26.05,25.95
19113,97,3,15,970315,-0.01,-155.01,-6.5,-3.4,89,26.21,25.95
19114,97,3,16,970316,-0.01,-155.02,-5.8,-2.9,88.6,26.21,26.05
19115,97,3,17,970317,-0.01,-155.02,-2.8,-0.9,88.2,26.29,26.49
19116,97,3,18,970318,0,-155.01,-4.8,-1.8,85.4,26.62,26.87
19117,97,3,19,970319,0,-155.02,-6.3,-2.4,85.8,26.41,26.6
19118,97,3,20,970320,-0.01,-155.02,-6.9,-3.5,84.9,26.25,26.19
19119,97,3,21,970321,-0.01,-155.02,-5.1,-2.4,85.4,26.17,26.27
19120,97,3,22,970322,-0.01,-155.02,-5.8,-0.6,83.3,26.17,26.3
19121,97,3,23,970323,0,-155.02,-4.4,-0.6,83.3,26.05,26.28
19122,97,3,24,970324,-0.01,-155.02,-3.8,-0.5,81.7,25.93,26.4
19123,97,3,25,970325,0,-155.02,-4.9,-2.8,82.5,26.05,26.42
19124,97,3,26,970326,0,-155.01,-3.9,-3,84.1,26.21,26.51
19125,97,3,27,970327,0,-155.01,-5.1,-0.7,83.3,26.37,26.56
19126,97,3,28,970328,-0.01,-155.02,-6,-0.1,83.7,26.58,26.56
19127,97,3,29,970329,0,-155.01,-5.4,-1.5,84.9,26.49,26.52
19128,97,3,30,970330,-0.01,-155.01,-5.6,-1.3,83.3,26.45,26.57
19129,97,3,31,970331,-0.01,-155.01,-3.5,-1,84.9,26.49,26.78
19130,97,4,1,970401,-0.01,-155.01,-5.3,-0.7,84.1,26.74,26.95
19131,97,4,2,970402,0,-155.01,-6.2,-0.5,84.5,26.82,26.92
19132,97,4,3,970403,0,-155.01,-5.5,-0.8,84.1,26.78,26.93
19133,97,4,4,970404,-0.01,-155.02,-5.4,-3.2,83.7,26.78,27
19134,97,4,5,970405,-0.01,-155.01,-3.5,-1.6,84.5,26.58,27.08
19135,97,4,6,970406,0,-155.01,-5.1,0.4,85.4,26.94,27.22
19136,97,4,7,970407,0,-155.02,-5.5,1.7,82.5,26.98,27.15
19137,97,4,8,970408,-0.01,-155.01,-4.7,0.5,80.5,26.82,27.17
19138,97,4,9,970409,-0.01,-155.02,-4.6,-1.4,82.5,26.98,27.28
19139,97,4,10,970410,-0.01,-155.01,-2.8,0.7,83.3,26.82,27.45
19140,97,4,11,970411,0,-155.02,-3,-0.9,82.1,27.1,27.77
19141,97,4,12,970412,-0.01,-155.02,-5,-0.3,82.9,27.02,27.63
19142,97,4,13,970413,-0.01,-155.02,-5.9,-0.8,81.3,27.14,27.61
19143,97,4,14,970414,-0.01,-155.02,-5.2,-1.3,78.5,27.14,27.55
19144,97,4,15,970415,0,-155.02,-5,-0.1,84.1,26.94,27.59
19145,97,4,16,970416,-0.01,-155.02,-5.3,-2.8,81.3,27.3,27.64
19146,97,4,17,970417,-0.01,-155.03,-4,-3.5,80.9,27.42,27.71
19147,97,4,18,970418,-0.01,-155.02,-5.3,-0.7,80.1,27.38,27.86
19148,97,4,19,970419,-0.01,-155.02,-4.2,-1.9,79.3,27.34,27.87
19149,97,4,20,970420,-0.01,-155.03,-4.4,-0.2,80.1,27.38,27.95
19150,97,4,21,970421,-0.01,-155.02,-4.9,0.3,79.3,27.46,27.94
19151,97,4,22,970422,-0.01,-155.01,-4.6,0.9,79.7,27.46,27.93
19152,97,4,23,970423,-0.01,-155.02,-3.9,0.4,80.5,27.51,28.01
19153,97,4,24,970424,-0.01,-155.03,-2.6,-0.3,80.1,27.22,28.22
19154,97,4,25,970425,-0.01,-155.02,-3.4,-0.8,80.9,27.26,28.32
19155,97,4,26,970426,0,-155.03,-5.6,0.9,83.3,27.14,28.06
19156,97,4,27,970427,0,-155.02,-6.2,-0.5,80.9,27.71,27.87
19157,97,4,28,970428,-0.01,-155.01,-5.8,-0.4,80.9,27.59,27.86
19158,97,4,29,970429,0,-155.02,-5,0.8,80.9,27.55,27.93
19159,97,4,30,970430,0,-155.01,-2.6,0.9,83.3,27.18,28.1
19160,97,5,1,970501,0,-155.02,-3.8,-0.3,79.7,27.63,28.33
19161,97,5,2,970502,0,-155.02,-5.6,0,78.5,27.71,28.19
19162,97,5,3,970503,-0.01,-155.01,-4.2,-0.4,78.9,27.79,28.19
19163,97,5,4,970504,0,-155.02,-1,1.4,80.5,27.63,28.49
19164,97,5,5,970505,-0.01,-155.02,-3.9,-1.1,79.3,27.99,28.65
19165,97,5,6,970506,-0.01,-155.02,-4.6,-1.6,81.7,27.75,28.21
19166,97,5,7,970507,-0.01,-155.01,-4.4,-0.4,81.3,27.87,28.19
19167,97,5,8,970508,-0.01,-155.02,-2.7,-1.4,81.3,27.67,28.44
19168,97,5,9,970509,-0.01,-155.02,-2.2,-0.6,80.1,27.75,28.65
19169,97,5,10,970510,-0.01,-155.01,-3.9,0.4,80.1,27.83,28.68
19170,97,5,11,970511,0,-155.01,-5.8,-0.2,80.5,28.07,28.59
19171,97,5,12,970512,0,-155.01,-5.5,-0.8,80.9,28.15,28.54
19172,97,5,13,970513,0,-155.02,-4,1.9,81.7,28.52,28.67
19173,97,5,14,970514,0,-155.02,-5.4,1.3,82.9,27.94,28.53
19174,97,5,15,970515,0,-155.02,-5.3,0.4,81.3,28.03,28.53
19175,97,5,16,970516,-0.01,-155.02,-4.6,0.7,80.5,28.23,28.57
19176,97,5,17,970517,-0.01,-155.02,-5.2,0,78.9,28.27,28.57
19177,97,5,18,970518,-0.01,-155.02,-3.6,0.8,76.9,28.03,28.53
19178,97,5,19,970519,-0.01,-155.01,1.4,0.6,85.8,26.41,28.6
19179,97,5,20,970520,-0.01,-155.02,-2.8,-0.2,81.3,27.38,28.48
19180,97,5,21,970521,-0.01,-155.01,-3.6,2.3,78.9,28.11,28.59
19181,97,5,22,970522,0,-155.02,-3.4,0.8,79.3,28.03,28.69
19182,97,5,23,970523,-0.01,-155.02,-4.2,-1.5,78.5,27.99,28.66
19183,97,5,24,970524,0,-155.03,-4.4,-1.7,78.9,28.23,28.64
19184,97,5,25,970525,-0.01,-155.02,-2.6,-0.7,80.5,27.95,28.86
19185,97,5,26,970526,-0.01,-155.03,-3.6,-0.3,80.9,27.83,28.87
19186,97,5,27,970527,0,-155.03,-4.3,-1.5,80.9,28.15,28.86
19187,97,5,28,970528,0,-155.03,-2.8,-2,82.9,27.83,28.87
19188,97,5,29,970529,0,-155.03,-4.6,0.7,79.3,28.4,28.87
19189,97,5,30,970530,0,-155.02,0.7,0.5,78.9,27.87,29.08
19190,97,5,31,970531,0,-155.03,0.9,-0.1,78.1,27.91,29.18
19191,97,6,1,970601,-0.01,-155.03,1,2.2,80.5,27.22,29.26
19192,97,6,2,970602,0,-155.02,2.9,3.2,78.9,28.03,29.34
19193,97,6,3,970603,-0.01,-155.02,6.7,3.8,83.7,27.18,29.2
19194,97,6,4,970604,-0.01,-155.02,6.9,4.8,80.1,27.71,29.03
19195,97,6,5,970605,0,-155.01,7.3,3.5,78.1,28.35,29.01
19196,97,6,6,970606,0,-155.01,6.6,2.8,78.9,28.15,29.08
19197,97,6,7,970607,0,-155.01,6.2,1.8,82.1,27.71,29.07
19198,97,6,8,970608,-0.01,-155.01,7.8,2.6,82.9,27.42,29.1
19199,97,6,9,970609,-0.01,-155,3.9,3,76.9,28.19,29.12
19200,97,6,10,970610,0,-154.97,5,-1.2,80.1,27.95,29.5
19201,97,6,11,970611,0,-154.91,1.9,-1.2,78.9,27.38,29.42
19202,97,6,12,970612,0,-154.84,2.4,0.3,74,28.07,29.69
19203,97,6,13,970613,0,-154.76,3,-3.1,74.9,27.14,29.37
19204,97,6,14,970614,-0.01,-154.74,0.2,-5.4,76.5,28.6,29.33
19205,97,6,15,970615,-0.01,-154.74,-0.2,-2.5,74.9,28.84,29.49
19206,97,6,16,970616,0,-154.73,-1.4,-1.4,76.5,28.72,29.46
19207,97,6,17,970617,0,-154.73,-4.1,3,76.9,28.96,29.43
19208,97,6,18,970618,0,-154.74,-4.9,2.9,74.4,29.04,29.4
19209,97,6,19,970619,0,-154.74,-5.8,2.6,72,28.96,29.31
19210,97,6,20,970620,0,-154.74,-3.5,1.4,73.2,28.72,29.39
19211,97,6,21,970621,0,-154.73,-0.2,0.7,74.4,28.35,29.55
19212,97,6,22,970622,-0.01,-154.74,0.2,2.5,70.4,28.44,29.65
19213,97,6,23,970623,-0.01,-154.74,-1.5,2.9,73.2,28.15,29.67
19214,97,6,24,970624,0,-154.73,-2.7,2.6,70.8,28.8,29.54
19215,97,6,25,970625,0,-154.74,-3.1,0.3,71.6,28.72,29.53
19216,97,6,26,970626,0,-154.73,-0.7,0.9,77.7,27.91,29.64
19217,97,6,27,970627,-0.01,-154.73,-2.7,1.5,76.9,28.35,29.61
19218,97,6,28,970628,-0.01,-154.74,-1.8,-1.3,76.9,28.27,29.64
19219,97,6,29,970629,-0.01,-154.73,-2.3,-0.1,82.9,27.02,29.56
19220,97,6,30,970630,-0.01,-154.74,-5.2,0.8,79.3,28.35,29.48
19221,97,7,1,970701,-0.01,-154.74,-4.9,0.3,82.1,27.83,29.49
19222,97,7,2,970702,0,-154.74,-3.4,1,80.5,28.4,29.54
19223,97,7,3,970703,-0.01,-154.74,-5.2,4.6,72.4,29.04,29.43
19224,97,7,4,970704,-0.01,-154.74,-4.1,2.6,74,29,29.38
19225,97,7,5,970705,0,-154.74,-4.6,-1.4,78.9,28.23,29.38
19226,97,7,6,970706,0,-154.74,-5.7,1.5,80.1,28.07,29.39
19227,97,7,7,970707,0,-154.75,-4.1,1.7,77.7,28.35,29.32
19228,97,7,8,970708,0,-154.75,3.7,-2.8,74.9,27.59,29.31
19229,97,7,9,970709,0,-154.74,0.7,-1.8,73.6,28.11,29.34
19230,97,7,10,970710,0,-154.74,-1.4,0.7,73.2,28.56,29.58
19231,97,7,11,970711,0,-154.75,-5.2,0.8,74.9,28.8,29.47
19232,97,7,12,970712,-0.01,-154.74,-6.1,0.5,76.9,28.88,29.44
19233,97,7,13,970713,0,-154.75,-5.1,3.2,72,28.8,29.42
19234,97,7,14,970714,0,-154.75,-4.4,3.3,74.4,28.56,29.42
19235,97,7,15,970715,-0.01,-154.74,-4.3,3.9,75.7,28.72,29.4
19236,97,7,16,970716,0,-154.75,-4.6,3.3,81.3,27.87,29.34
19237,97,7,17,970717,0,-154.75,-5.8,1.3,76.5,28.88,29.29
19238,97,7,18,970718,0,-154.75,-5.4,-0.2,78.9,28.88,29.37
19239,97,7,19,970719,0,-154.75,-6.9,0.5,82.1,28.15,29.34
19240,97,7,20,970720,0,-154.75,-7,1.3,80.5,28.52,29.29
19241,97,7,21,970721,0,-154.75,-8.4,1.3,78.9,28.6,29.23
19242,97,7,22,970722,0,-154.75,-5.4,0.9,76.5,28.56,29.14
19243,97,7,23,970723,0,-154.74,-1.1,1.8,76.9,28.15,29.18
19244,97,7,24,970724,-0.01,-154.73,-3.7,2.5,73.2,28.44,29.2
19245,97,7,25,970725,0,-154.75,-4.4,2,76.5,28.23,29.2
19246,97,7,26,970726,-0.01,-154.75,-4.9,1.6,76.9,28.44,29.29
19247,97,7,27,970727,-0.01,-154.75,-3,2,76.9,28.27,29.35
19248,97,7,28,970728,0,-154.74,-3.8,2.3,79.7,27.87,29.23
19249,97,7,29,970729,0,-154.74,-6.5,0.6,78.1,28.56,29.23
19250,97,7,30,970730,0,-154.74,-6.8,0,74.4,28.76,29.13
19251,97,7,31,970731,0,-154.75,-6.3,1.9,80.1,28.4,29.07
19252,97,8,1,970801,0,-154.75,-8,1.3,80.5,28.68,29.05
19253,97,8,2,970802,-0.01,-154.75,-6.1,1.6,79.7,28.6,29.06
19254,97,8,3,970803,-0.01,-154.76,-4.8,1,75.3,28.48,29.13
19255,97,8,4,970804,-0.01,-154.75,-4.9,0.3,73.6,28.4,29.23
19256,97,8,5,970805,0,-154.75,-5.5,-0.8,72.8,28.15,29.17
19257,97,8,6,970806,-0.01,-154.74,-4.5,1.4,74.4,28.31,29.16
19258,97,8,7,970807,0,-154.74,-5.1,5.4,76.5,28.56,29.02
19259,97,8,8,970808,0,-154.74,-5.4,2.1,73.2,28.44,28.85
19260,97,8,9,970809,0,-154.74,-6.4,-1.3,73.6,28.27,28.77
19261,97,8,10,970810,0,-154.74,-4.6,0.9,74.9,28.23,28.84
19262,97,8,11,970811,-0.01,-154.74,-4.8,3.5,74.9,28.23,28.81
19263,97,8,12,970812,0,-154.74,-3,1.8,74.4,28.07,28.88
19264,97,8,13,970813,0,-154.74,-5,-0.3,76.1,28.07,28.94
19265,97,8,14,970814,0,-154.74,-4.6,0.9,76.1,28.11,28.89
19266,97,8,15,970815,0,-154.74,-3.6,5.5,76.1,27.87,28.8
19267,97,8,16,970816,-0.01,-154.74,-1.9,1,71.6,28.11,28.92
19268,97,8,17,970817,0,-154.74,0.6,-2,70.8,28.31,29.41
19269,97,8,18,970818,-0.01,-154.74,-0.4,-0.8,70,28.23,29.29
19270,97,8,19,970819,-0.01,-154.74,-2.8,2.8,73.2,28.52,29.39
19271,97,8,20,970820,-0.01,-154.74,-5.8,2.2,75.7,28.48,29.09
19272,97,8,21,970821,0,-154.74,-4.7,1.6,74,28.52,29.04
19273,97,8,22,970822,0,-154.74,-2.9,1.6,70.4,28.31,29.19
19274,97,8,23,970823,-0.01,-154.74,-0.2,1.9,72.8,27.95,29.46
19275,97,8,24,970824,-0.01,-154.75,-0.8,4.7,75.7,28.15,29.24
19276,97,8,25,970825,0,-154.74,-3.8,3.2,78.5,27.67,29.04
19277,97,8,26,970826,0,-154.74,-3,3.1,77.3,28.07,29.13
19278,97,8,27,970827,0,-154.75,-0.8,1.1,79.3,27.51,29.2
19279,97,8,28,970828,0,-154.74,-0.9,4.1,83.3,26.53,29.05
19280,97,8,29,970829,0,-154.74,-1.3,4.3,74.4,28.4,29.25
19281,97,8,30,970830,0,-154.75,-3,2.9,74.4,28.48,29.33
19282,97,8,31,970831,0,-154.75,-3.4,1.9,80.1,27.71,29.39
19283,97,9,1,970901,-0.01,-154.75,-2.9,-1.5,79.7,27.79,29.57
19284,97,9,2,970902,-0.01,-154.74,1.3,-0.2,77.7,27.67,29.58
19285,97,9,3,970903,-0.01,-154.74,-1.1,2.9,77.3,28.11,29.76
19286,97,9,4,970904,0,-154.75,-3.6,3.2,79.3,27.83,29.46
19287,97,9,5,970905,-0.01,-154.75,-5.7,2.8,74.9,28.8,29.46
19288,97,9,6,970906,0.01,-154.74,-2.5,-0.1,80.5,27.46,29.49
19289,97,9,7,970907,0,-154.74,-2,3,79.3,27.79,29.45
19290,97,9,8,970908,0.01,-154.74,-6.4,3.5,74,28.88,29.32
19291,97,9,9,970909,0,-154.75,-3.3,2.7,73.2,28.56,29.32
19292,97,9,10,970910,-0.01,-154.75,-3.8,2.1,77.3,28.11,29.46
19293,97,9,11,970911,0,-154.76,-3.3,1.2,77.7,27.95,29.37
19294,97,9,12,970912,-0.01,-154.74,-3.2,1.2,76.9,28.19,29.46
19295,97,9,13,970913,-0.01,-154.75,-1,3.7,80.9,27.34,29.36
19296,97,9,14,970914,0,-154.75,-0.2,4.2,85.4,26.05,29.44
19297,97,9,15,970915,-0.01,-154.75,2,2.8,76.1,27.42,29.43
19298,97,9,16,970916,0,-154.75,-1.2,1.4,78.1,27.42,29.49
19299,97,9,17,970917,0,-154.75,0.6,2.6,75.7,28.23,29.65
19300,97,9,18,970918,0,-154.75,-3.4,4.2,72,28.92,29.62
19301,97,9,19,970919,0,-154.75,-4.1,0.4,70.8,28.68,29.64
19302,97,9,20,970920,0,-154.75,-3.3,-1,70,28.76,29.75
19303,97,9,21,970921,-0.01,-154.74,-2.9,-1.5,71.2,28.76,29.84
19304,97,9,22,970922,-0.01,-154.75,-2.5,-1.6,74,28.44,29.82
19305,97,9,23,970923,0,-154.74,0.1,0.9,77.3,27.71,29.88
19306,97,9,24,970924,0,-154.75,-0.3,3.6,77.7,27.71,29.92
19307,97,9,25,970925,-0.01,-154.74,1.2,1.9,72.8,28.56,30.21
19308,97,9,26,970926,0,-154.74,1,3.4,73.6,28.76,30.21
19309,97,9,27,970927,0,-154.74,1.7,3.7,80.5,26.94,29.71
19310,97,9,28,970928,0,-154.74,-3.3,2.5,72.4,28.64,29.75
19311,97,9,29,970929,0,-154.74,-3.1,0.1,70,28.84,29.92
19312,97,9,30,970930,0,-154.74,-1.9,0.1,68.4,28.88,30.2
19313,97,10,1,971001,0,-154.75,-1.4,1.6,70,29.12,30.24
19314,97,10,2,971002,0,-154.74,-0.5,2.6,78.9,28.23,30.19
19315,97,10,3,971003,0,-154.75,0.4,1,75.7,28.23,30.08
19316,97,10,4,971004,0,-154.74,1.2,-0.4,74.9,28.48,30.26
19317,97,10,5,971005,0,-154.74,1.7,0,75.3,28.4,30.15
19318,97,10,6,971006,0,-154.75,-0.2,-1.5,71.6,29.29,30.6
19319,97,10,7,971007,-0.01,-154.74,-3.7,2.5,75.3,29,30.45
19320,97,10,8,971008,0,-154.74,-4.3,4.1,72,29.53,30.05
19321,97,10,9,971009,0.01,-154.74,1.2,-0.4,78.1,27.59,30.07
19322,97,10,10,971010,0,-154.75,-0.6,-2.4,72.4,28.84,30.13
19323,97,10,11,971011,0,-154.74,-0.4,-4.1,78.5,28.11,30.08
19324,97,10,12,971012,0,-154.74,-0.1,-1.9,70,29.24,30.15
19325,97,10,13,971013,0,-154.73,-0.2,4,75.3,28.6,30.2
19326,97,10,14,971014,0,-154.74,-3.1,2.7,73.2,29.2,30.11
19327,97,10,15,971015,-0.01,-154.73,0.9,0.9,78.1,27.42,30.02
19328,97,10,16,971016,0,-154.74,3.2,-1.8,73.6,28.6,30.15
19329,97,10,17,971017,0,-154.75,3.2,2.5,72.4,28.84,30.22
19330,97,10,18,971018,0,-154.73,0.4,4.1,74,29.04,30.02
19331,97,10,19,971019,0,-154.74,1.7,0,77.7,28.27,30.23
19332,97,10,20,971020,0,-154.74,1.5,-1,75.3,28.56,30.1
19333,97,10,21,971021,0,-154.74,-2.5,2.6,80.9,27.63,29.89
19334,97,10,22,971022,-0.01,-154.73,-0.5,2.6,73.6,28.52,29.76
19335,97,10,23,971023,0,-154.74,-1.6,-0.9,78.1,27.79,29.81
19336,97,10,24,971024,0,-154.74,0.3,-2.6,78.5,28.11,29.67
19337,97,10,25,971025,0,-154.74,1.6,1.2,80.9,27.34,29.64
19338,97,10,26,971026,-0.02,-154.72,4.4,-0.9,80.1,27.91,29.66
19339,97,10,27,971027,0,-154.72,8,2.7,81.3,27.51,29.72
19340,97,10,28,971028,0,-154.74,8.4,1.2,80.1,27.87,29.65
19341,97,10,29,971029,-0.01,-154.74,8.4,-1.1,79.3,27.87,29.61
19342,97,10,30,971030,-0.02,-154.74,5.2,-2.1,78.9,27.51,29.53
19343,97,10,31,971031,0,-154.73,3.3,-1.4,78.9,28.07,29.54
19344,97,11,1,971101,-0.01,-154.73,3.5,1,79.7,27.38,29.45
19345,97,11,2,971102,0,-154.74,2.7,-1.3,76.1,28.84,29.59
19346,97,11,3,971103,0,-154.75,1.6,-0.7,76.5,28.8,29.78
19347,97,11,4,971104,0,-154.74,2.8,0.2,74.9,29.04,29.97
19348,97,11,5,971105,0,-154.74,2.2,2.5,73.6,29.33,29.98
19349,97,11,6,971106,0,-154.74,3.8,0.1,76.9,28.92,29.75
19350,97,11,7,971107,0,-154.74,5.9,0.8,76.9,28.76,29.6
19351,97,11,8,971108,0,-154.73,5.6,-1.3,77.3,28.68,29.47
19352,97,11,9,971109,-0.02,-154.73,6.4,-2.3,78.9,28.19,29.42
19353,97,11,10,971110,-0.01,-154.73,4.5,2.3,80.9,27.18,29.26
19354,97,11,11,971111,-0.01,-154.73,3,0.6,77.7,27.95,29.4
19355,97,11,12,971112,-0.01,-154.74,2.4,2.7,75.3,28.35,29.63
19356,97,11,13,971113,0,-154,.,.,.,.,.
19357,97,11,14,971114,0,-154.96,.,.,.,.,.
19358,97,11,15,971115,0,-154.96,0,-1.3,74.5,28.11,29.9
19359,97,11,16,971116,0,-154.95,-2.2,-1.6,76.5,28.15,29.71
19360,97,11,17,971117,0,-154.96,-1.3,-1.1,72.8,28.63,29.87
19361,97,11,18,971118,0,-154.95,0.1,-2.1,72,28.79,30.19
19362,97,11,19,971119,0,-154.95,0.2,-2.3,73.2,28.71,29.92
19363,97,11,20,971120,0,-154.95,0.9,-1.5,74,28.67,29.97
19364,97,11,21,971121,0,-154.96,-0.1,-2.9,74.9,28.79,30.14
19365,97,11,22,971122,0,-154.96,0.5,-4.4,76.1,28.83,29.69
19366,97,11,23,971123,0,-154.96,-1.1,-2.1,75.7,28.23,29.63
19367,97,11,24,971124,-0.01,-154.95,-3,2.2,.,27.87,29.6
19368,97,11,25,971125,0,-154.95,-2.1,2.7,.,27.59,29.47
19369,97,11,26,971126,0,-154.96,-2.7,1.8,.,27.83,29.5
19370,97,11,27,971127,0,-154.95,0.3,-1.6,.,28.35,29.65
19371,97,11,28,971128,0,-154.95,5.3,-1.8,.,27.55,29.57
19372,97,11,29,971129,0,-154.96,5.4,-3.5,.,28.67,29.52
19373,97,11,30,971130,0,-154.96,5.3,-6.9,.,27.87,29.46
19374,97,12,1,971201,-0.01,-154.95,6.2,-5,.,25.98,29.25
19375,97,12,2,971202,0,-154.96,7,-1.3,.,28.31,29.16
19376,97,12,3,971203,0,-154.95,5.7,-1.7,.,26.54,29.17
19377,97,12,4,971204,0,-154.96,2.5,0,.,27.63,29.21
19378,97,12,5,971205,0.01,-154.95,-2.4,-0.4,.,27.91,29.53
19379,97,12,6,971206,0.01,-154.96,-4.1,-0.7,.,28.35,29.34
19380,97,12,7,971207,0,-154.94,-5.1,-0.8,.,28.47,29.27
19381,97,12,8,971208,0,-154.95,-4,-1.4,.,28.47,29.35
19382,97,12,9,971209,0,-154.95,-4.7,-1,.,27.87,29.44
19383,97,12,10,971210,0,-154.96,-2.9,-2.1,.,28.75,29.56
